,id,nearc2,nearc4,nearc4a,nearc4b,ed76,ed66,age76,daded,nodaded,momed,nomomed,weight,momdad14,sinmom14,step14,reg661,reg662,reg663,reg664,reg665,reg666,reg667,reg668,reg669,south66,work76,work78,lwage76,lwage78,famed,black,smsa76r,smsa78r,reg76r,reg78r,reg80r,smsa66r,wage76,wage78,wage80,noint78,noint80,enroll76,enroll78,enroll80,kww,iq,marsta76,marsta78,marsta80,libcrd14
429,635,1,1,1,0,12,12,32,9.0,0,6.0,0,367470,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,6.58063914,6.35852021,8,0,1,1.0,0,0.0,0.0,1,721.0,664.0,980.0,0,0,0,0.0,0.0,41.0,101.0,1.0,1.0,1.0,1.0
430,637,1,1,1,0,16,12,28,13.0,0,11.0,0,380166,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,5,0,1,,0,,,1,,,,1,1,0,,,30.0,119.0,6.0,,,1.0
431,638,1,1,1,0,12,12,34,12.0,0,12.0,0,367470,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,3,0,1,1.0,0,0.0,0.0,1,,,,0,0,0,0.0,0.0,36.0,109.0,1.0,1.0,1.0,1.0
432,640,1,1,1,0,12,11,34,8.0,0,10.25,1,367470,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,6.75227038,6.71248063,9,0,1,1.0,0,0.0,0.0,1,856.0,946.0,,0,0,0,0.0,0.0,32.0,99.0,1.0,1.0,1.0,1.0
433,641,1,1,1,0,10,10,30,10.0,0,7.0,0,496635,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,6.60394382,6.61367598,8,0,1,1.0,0,0.0,0.0,1,738.0,857.0,884.0,0,0,0,0.0,0.0,42.0,106.0,1.0,1.0,4.0,1.0
434,644,1,1,1,0,17,14,31,15.0,0,12.0,0,648053,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,6.96413561,6.99113689,2,1,1,1.0,0,0.0,0.0,1,1058.0,1250.0,1442.0,0,0,0,0.0,0.0,40.0,,1.0,1.0,1.0,1.0
435,647,1,1,1,0,12,12,32,6.0,0,8.0,0,681157,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,6.27098843,6.57440859,8,1,1,1.0,0,0.0,0.0,1,529.0,824.0,538.0,0,0,0,0.0,0.0,25.0,,6.0,1.0,1.0,0.0
436,648,1,1,1,0,11,11,34,6.0,0,10.25,1,367470,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,6.34913899,6.21634572,9,0,1,1.0,0,0.0,,1,572.0,576.0,,0,1,0,0.0,,30.0,122.0,1.0,1.0,,1.0
437,649,1,1,1,0,12,12,32,9.94,1,9.0,0,367470,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6.69084228,,9,0,0,,0,,0.0,1,805.0,,1200.0,1,0,0,,0.0,32.0,88.0,1.0,,1.0,1.0
438,651,1,1,1,0,10,10,30,6.0,0,8.0,0,496635,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,5.99146455,6.19351769,8,0,1,1.0,0,0.0,0.0,1,400.0,563.0,480.0,0,0,0,0.0,0.0,28.0,59.0,6.0,6.0,6.0,1.0
439,652,1,1,1,0,18,15,29,12.0,0,16.0,0,496635,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,6.86901445,,2,0,1,1.0,0,0.0,0.0,1,962.0,5455.0,,0,0,0,0.0,0.0,48.0,126.0,1.0,1.0,1.0,1.0
440,653,1,1,1,0,18,12,27,13.0,0,16.0,0,380166,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6.70563909,,1,0,1,1.0,0,0.0,0.0,1,817.0,,,0,0,0,0.0,1.0,40.0,126.0,6.0,6.0,6.0,1.0
441,654,1,1,1,0,13,13,28,14.0,0,12.0,0,380166,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,6.60665019,6.66263282,2,0,1,1.0,0,0.0,0.0,1,740.0,900.0,1320.0,0,0,0,0.0,0.0,47.0,,1.0,4.0,4.0,1.0
442,655,1,1,1,0,18,15,30,12.0,0,12.0,0,496635,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,6.58063914,6.69326979,3,0,1,1.0,0,0.0,0.0,1,721.0,928.0,923.0,0,0,0,0.0,0.0,54.0,105.0,1.0,1.0,1.0,1.0
443,658,1,1,1,0,18,10,24,16.0,0,16.0,0,369567,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,6.81673588,7.13402438,1,0,1,1.0,0,0.0,0.0,1,913.0,1442.0,1709.0,0,0,0,0.0,0.0,29.0,123.0,6.0,6.0,6.0,1.0
444,660,1,1,1,0,15,12,26,12.0,0,12.0,0,380166,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,6.19351769,3,0,1,1.0,0,0.0,,1,,563.0,,0,1,0,0.0,,33.0,156.0,6.0,6.0,,1.0
445,662,1,1,1,0,17,12,27,8.0,0,12.0,0,380166,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,5.93753621,5.99146455,6,0,1,1.0,0,0.0,0.0,1,379.0,460.0,513.0,0,0,0,0.0,0.0,30.0,119.0,6.0,6.0,6.0,1.0
446,663,1,1,1,0,14,11,26,8.0,0,12.0,0,380166,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,5.85793315,6.37198339,6,0,1,1.0,0,0.0,,1,350.0,673.0,,0,1,0,0.0,,35.0,108.0,6.0,6.0,,1.0
447,667,1,1,1,0,11,11,33,8.0,0,8.0,0,367470,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,6.54247196,6.63331843,8,0,1,1.0,0,0.0,0.0,1,694.0,874.0,1106.0,0,0,0,0.0,0.0,36.0,93.0,6.0,6.0,6.0,1.0
448,669,1,1,1,0,12,12,32,9.94,1,12.0,0,367470,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,6.92165818,6.95198017,4,0,1,1.0,1,1.0,1.0,1,1014.0,1202.0,1192.0,0,0,0,0.0,0.0,38.0,82.0,4.0,1.0,1.0,1.0
449,670,1,1,1,0,16,16,34,13.0,0,18.0,0,408301,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,1,0,1,1.0,0,0.0,0.0,1,,,,0,0,0,0.0,0.0,44.0,117.0,1.0,1.0,1.0,1.0
450,671,1,1,1,0,18,17,34,16.0,0,16.0,0,613041,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,7.0352686,6.72925251,1,0,1,1.0,0,0.0,0.0,1,1136.0,962.0,1581.0,0,0,0,0.0,0.0,49.0,123.0,1.0,1.0,1.0,1.0
451,673,1,1,1,0,18,16,30,16.0,0,16.0,0,648053,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,7.44366368,7.4218798,1,0,1,1.0,0,0.0,0.0,1,1709.0,1923.0,2771.0,0,0,0,0.0,0.0,45.0,134.0,1.0,1.0,1.0,1.0
452,675,1,1,1,0,12,10,26,12.0,0,8.0,0,109826,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,6.27098843,6.95198017,5,0,1,1.0,0,0.0,0.0,1,529.0,1202.0,779.0,0,0,0,0.0,0.0,29.0,84.0,1.0,1.0,1.0,1.0
453,676,1,1,1,0,17,16,32,12.0,0,16.0,0,149854,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,6.51174533,6.47764104,2,1,1,1.0,0,0.0,0.0,1,673.0,748.0,,0,0,0,0.0,0.0,38.0,101.0,6.0,6.0,6.0,1.0
454,677,1,1,1,0,17,13,28,16.0,0,13.0,0,380166,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,6.91770561,7.05091409,1,0,1,1.0,0,0.0,0.0,1,1010.0,1327.0,1442.0,0,0,1,1.0,1.0,45.0,125.0,4.0,4.0,4.0,1.0
455,679,1,1,1,0,18,14,28,17.0,0,12.0,0,380166,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6.74051936,,2,0,1,1.0,0,0.0,0.0,0,846.0,,,0,0,0,0.0,0.0,43.0,117.0,1.0,1.0,1.0,1.0
456,680,1,1,1,0,11,11,27,12.0,0,12.0,0,380166,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,6.56526497,6.64808304,3,0,1,1.0,0,0.0,0.0,1,710.0,887.0,950.0,0,0,0,0.0,0.0,36.0,98.0,1.0,1.0,1.0,1.0
457,681,1,1,1,0,16,10,26,12.0,0,13.0,0,380166,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,6.70930434,6.86874324,2,0,0,0.0,0,0.0,0.0,1,820.0,1106.0,1394.0,0,0,0,0.0,0.0,41.0,118.0,1.0,1.0,1.0,1.0
458,682,1,1,1,0,12,7,24,12.0,0,13.0,0,369567,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,6.10255859,6.09071951,2,0,1,1.0,0,0.0,0.0,1,447.0,508.0,500.0,0,0,0,0.0,0.0,,,6.0,6.0,6.0,1.0
459,685,1,1,1,0,15,9,25,9.0,0,10.0,0,369567,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,6.2146081,6.39692966,7,0,1,1.0,0,0.0,0.0,1,500.0,690.0,417.0,0,0,0,0.0,0.0,26.0,129.0,1.0,1.0,1.0,1.0
460,686,1,1,1,0,16,16,31,12.0,0,12.0,0,551817,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6.95559261,,3,0,1,1.0,0,0.0,0.0,1,1049.0,,,0,0,0,0.0,0.0,44.0,96.0,1.0,1.0,1.0,1.0
461,687,1,1,1,0,18,14,29,16.0,0,12.0,0,496635,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,7.09174212,7.26755577,2,0,1,1.0,0,0.0,0.0,1,1202.0,1648.0,1923.0,0,0,0,0.0,0.0,40.0,124.0,1.0,1.0,1.0,1.0
462,689,1,1,1,0,12,11,33,8.0,0,10.25,1,367470,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,6.5366916,6.48164371,9,0,1,1.0,0,0.0,0.0,1,690.0,751.0,893.0,0,0,0,0.0,0.0,27.0,,1.0,1.0,1.0,1.0
463,692,1,1,1,0,16,13,28,8.0,0,10.0,0,380166,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,6.4738907,6.45465152,8,0,1,1.0,0,0.0,0.0,1,648.0,731.0,1081.0,0,0,0,0.0,0.0,42.0,122.0,1.0,1.0,1.0,1.0
464,694,1,1,1,0,11,9,24,9.0,0,10.0,0,369567,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,7,0,1,1.0,0,0.0,0.0,1,,,,0,0,0,0.0,0.0,34.0,94.0,5.0,4.0,4.0,1.0
465,695,1,1,1,0,13,13,30,12.0,0,12.0,0,496635,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6.77422389,,3,0,1,1.0,0,0.0,0.0,1,875.0,,,0,0,0,0.0,0.0,37.0,85.0,1.0,1.0,1.0,1.0
466,703,1,1,1,0,17,9,25,12.0,0,12.0,0,369567,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,6.30627529,6.46146818,3,0,1,1.0,0,0.0,0.0,1,548.0,736.0,865.0,0,0,1,1.0,1.0,39.0,112.0,1.0,1.0,1.0,1.0
467,704,1,1,1,0,7,7,28,8.0,0,9.0,0,380166,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,6.39692966,6.57440859,8,0,1,1.0,0,0.0,0.0,1,600.0,824.0,800.0,0,0,0,0.0,0.0,30.0,,1.0,1.0,1.0,0.0
468,705,1,1,1,0,15,15,34,12.0,0,8.0,0,367470,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,7.71601527,,5,0,1,1.0,0,0.0,0.0,1,2244.0,,,0,0,0,0.0,0.0,45.0,111.0,1.0,1.0,1.0,1.0
469,706,1,1,1,0,12,12,31,12.0,0,8.0,0,496635,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,7.27378632,,5,0,1,1.0,0,0.0,0.0,1,1442.0,,,0,0,0,0.0,0.0,42.0,90.0,1.0,1.0,1.0,1.0
470,708,1,1,1,0,12,11,34,9.94,1,10.25,1,149854,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,5.768321,6.63446194,9,1,1,1.0,0,0.0,0.0,1,320.0,875.0,1070.0,0,0,0,0.0,0.0,38.0,,1.0,1.0,1.0,1.0
471,709,1,1,1,0,18,17,33,10.0,0,16.0,0,367470,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,7.14045304,,6,0,1,,0,,0.0,1,1262.0,,1374.0,1,0,0,,0.0,43.0,101.0,1.0,,1.0,1.0
472,710,1,1,1,0,12,9,24,11.0,0,9.0,0,369567,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,6.39692966,6.19351769,7,0,1,1.0,0,0.0,0.0,1,600.0,563.0,650.0,0,0,0,0.0,0.0,18.0,100.0,1.0,1.0,1.0,1.0
473,711,1,1,1,0,11,9,26,9.94,1,10.0,0,475436,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,5.70378247,5.56402053,9,1,1,1.0,0,0.0,,1,300.0,300.0,,0,1,0,0.0,,25.0,95.0,6.0,6.0,,0.0
474,714,1,1,1,0,16,9,24,12.0,0,12.0,0,369567,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,6.28785856,6.66263282,3,0,1,1.0,0,0.0,1.0,1,538.0,900.0,865.0,0,0,0,0.0,0.0,44.0,120.0,6.0,6.0,6.0,1.0
475,715,1,1,1,0,12,12,33,11.0,0,10.25,1,408301,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,6.61204103,6.72925251,9,0,0,0.0,0,0.0,0.0,1,744.0,962.0,1008.0,0,0,0,0.0,0.0,44.0,,1.0,1.0,1.0,1.0
476,717,1,1,1,0,12,12,33,9.94,1,12.0,0,367470,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,6.74051936,6.77794367,4,0,1,1.0,0,0.0,0.0,1,846.0,1010.0,923.0,0,0,1,0.0,0.0,36.0,101.0,1.0,1.0,1.0,1.0
477,719,1,1,1,0,16,14,29,12.0,0,12.0,0,480445,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,6.70073111,6.50532903,3,0,1,1.0,0,0.0,0.0,1,813.0,769.0,1050.0,0,0,0,1.0,1.0,44.0,,1.0,1.0,1.0,1.0
478,721,1,1,1,0,12,11,28,9.94,1,8.0,0,380166,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,6.90775528,6.51953198,9,0,1,1.0,0,0.0,0.0,1,1000.0,780.0,682.0,0,0,0,0.0,0.0,34.0,90.0,1.0,1.0,1.0,0.0
479,727,1,1,1,0,16,11,26,12.0,0,15.0,0,380166,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,6.32972091,6.63674505,2,0,1,1.0,0,0.0,0.0,1,561.0,877.0,1100.0,0,0,0,0.0,0.0,34.0,122.0,1.0,1.0,1.0,1.0
480,728,1,1,1,0,17,16,33,9.94,1,18.0,0,408301,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,,4,0,1,1.0,0,0.0,0.0,1,,,,0,0,1,0.0,0.0,46.0,140.0,6.0,6.0,6.0,1.0
481,729,1,1,1,0,18,11,26,18.0,0,18.0,0,380166,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,5.65248918,5.6979685,1,0,1,1.0,0,0.0,0.0,1,285.0,343.0,467.0,0,0,0,0.0,0.0,41.0,140.0,6.0,6.0,1.0,1.0
482,730,1,1,1,0,17,9,24,18.0,0,18.0,0,369567,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,5.99580295,1,0,1,1.0,0,0.0,0.0,1,,462.0,538.0,0,0,1,0.0,0.0,36.0,114.0,6.0,6.0,6.0,1.0
483,731,1,1,1,0,16,13,28,12.0,0,12.0,0,380166,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,3,0,1,,0,,,1,,,,1,1,0,,,40.0,117.0,6.0,,,1.0
484,732,1,1,1,0,16,11,27,16.0,0,12.0,0,380166,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6.0799332,,2,0,1,1.0,0,0.0,0.0,1,437.0,,,0,0,0,0.0,0.0,37.0,106.0,1.0,1.0,1.0,1.0
485,733,1,1,1,0,13,9,25,12.0,0,12.0,0,369567,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,5.78382518,6.12363632,3,0,1,1.0,0,0.0,0.0,1,325.0,525.0,670.0,0,0,0,0.0,0.0,27.0,93.0,6.0,1.0,1.0,0.0
486,734,1,1,1,0,16,12,28,10.0,0,12.0,0,380166,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,6.3630281,6.77794367,6,0,1,1.0,0,0.0,0.0,1,580.0,1010.0,1125.0,0,0,0,0.0,0.0,30.0,119.0,1.0,1.0,1.0,1.0
487,735,1,1,1,0,16,10,26,12.0,0,12.0,0,104596,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,6.37672695,6.5852717,3,1,1,1.0,0,0.0,0.0,1,588.0,833.0,1299.0,0,0,0,0.0,0.0,33.0,95.0,4.0,4.0,1.0,1.0
488,742,1,1,1,0,18,13,29,14.0,0,12.0,0,496635,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6.68586095,,2,0,1,1.0,0,0.0,0.0,1,801.0,,,0,0,0,0.0,0.0,44.0,115.0,1.0,1.0,1.0,1.0
489,743,1,1,1,0,18,16,31,13.0,0,13.0,0,496635,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,1,0,1,1.0,0,0.0,,1,,,,0,1,0,0.0,,46.0,128.0,1.0,1.0,,1.0
490,744,1,1,1,0,18,12,28,12.0,0,12.0,0,380166,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,3,0,1,1.0,0,0.0,0.0,1,,,,0,0,0,0.0,0.0,44.0,120.0,1.0,1.0,1.0,1.0
491,747,1,1,1,0,14,10,25,8.0,0,10.0,0,369567,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5.74300319,,8,0,1,,0,,0.0,1,312.0,,920.0,1,0,0,,0.0,32.0,119.0,6.0,,1.0,1.0
492,749,1,1,1,0,12,11,29,4.0,0,11.0,0,158413,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,5.52146092,5.43996788,8,1,1,1.0,0,0.0,0.0,1,250.0,265.0,450.0,0,0,0,0.0,0.0,19.0,67.0,6.0,6.0,6.0,0.0
493,750,1,1,1,0,15,11,27,4.0,0,11.0,0,104596,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,6.2146081,,8,1,1,1.0,0,0.0,0.0,1,500.0,,625.0,0,0,0,0.0,0.0,34.0,97.0,5.0,5.0,4.0,0.0
494,751,1,1,1,0,12,12,33,9.94,1,12.0,0,149854,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,6.62007321,6.61133953,4,1,1,1.0,0,0.0,1.0,1,750.0,855.0,1028.0,0,0,0,0.0,0.0,28.0,111.0,1.0,1.0,1.0,1.0
495,752,1,1,1,0,13,12,31,11.0,0,11.0,0,496635,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,5.83773045,5.79513225,7,0,1,1.0,1,1.0,1.0,1,343.0,378.0,464.0,0,0,1,0.0,0.0,41.0,101.0,1.0,5.0,4.0,1.0
496,753,1,1,1,0,15,11,28,11.0,0,11.0,0,380166,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5.52146092,,7,0,1,,0,,0.0,1,250.0,,,1,0,0,,0.0,32.0,112.0,4.0,,4.0,
497,754,1,1,1,0,16,9,24,12.0,0,10.0,0,369567,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6.55108034,,5,0,1,1.0,0,0.0,0.0,1,700.0,,,0,0,1,1.0,1.0,26.0,107.0,1.0,1.0,1.0,1.0
498,756,1,1,1,0,12,9,25,8.0,0,8.0,0,369567,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,5.99146455,6.3630281,8,0,1,1.0,0,0.0,0.0,1,400.0,667.0,863.0,0,0,0,0.0,0.0,22.0,93.0,6.0,6.0,6.0,0.0
499,757,1,1,1,0,17,11,27,14.0,0,12.0,0,380166,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,6.31896811,6.25215517,2,0,1,1.0,0,0.0,0.0,1,555.0,597.0,535.0,0,0,0,0.0,0.0,37.0,122.0,1.0,1.0,1.0,1.0
500,758,1,1,1,0,15,13,28,12.0,0,12.0,0,380166,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,6.54965074,6.84217273,3,0,1,1.0,0,0.0,0.0,1,699.0,1077.0,2404.0,0,0,0,0.0,0.0,38.0,106.0,1.0,1.0,1.0,1.0
501,759,1,1,1,0,14,8,24,12.0,0,12.0,0,369567,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,7.56164175,,3,0,1,1.0,0,0.0,0.0,1,1923.0,,,0,0,0,0.0,0.0,31.0,,1.0,1.0,1.0,1.0
502,762,1,1,1,0,18,16,32,9.94,1,10.0,0,367470,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,7.10332206,7.19847621,9,0,1,1.0,0,0.0,0.0,1,1216.0,1538.0,1899.0,0,0,0,0.0,0.0,49.0,127.0,6.0,6.0,6.0,1.0
503,763,1,1,1,0,16,14,29,12.0,0,12.0,0,496635,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,6.42162227,6.40702347,3,0,1,1.0,0,0.0,0.0,1,615.0,697.0,758.0,0,0,0,0.0,0.0,35.0,113.0,1.0,1.0,1.0,1.0
504,764,1,1,1,0,14,10,25,12.0,0,12.0,0,369567,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,6.61338422,6.88577637,3,0,1,1.0,0,0.0,0.0,1,745.0,1125.0,1250.0,0,0,0,0.0,0.0,36.0,115.0,6.0,6.0,1.0,1.0
505,765,1,1,1,0,16,8,24,18.0,0,14.0,0,410630,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,6.12686918,,1,0,1,1.0,0,0.0,0.0,1,458.0,6928.0,,0,0,0,0.0,0.0,37.0,,6.0,1.0,1.0,1.0
506,767,1,1,1,0,18,10,25,16.0,0,10.0,0,369567,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6.47234629,,5,0,1,1.0,0,0.0,,1,647.0,,,0,1,0,0.0,,45.0,118.0,6.0,6.0,,1.0
507,768,1,1,1,0,12,10,25,8.0,0,12.0,0,369567,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6.61338422,,6,0,1,1.0,0,0.0,0.0,1,745.0,,,0,0,0,0.0,0.0,37.0,106.0,1.0,1.0,1.0,1.0
508,770,1,1,1,0,16,10,25,17.0,0,12.0,0,369567,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,6.70318811,6.9112275,2,0,1,1.0,1,1.0,1.0,1,815.0,1154.0,,0,0,0,1.0,0.0,40.0,118.0,1.0,1.0,1.0,1.0
509,772,1,1,1,0,16,16,31,13.0,0,10.0,0,496635,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,6.76272951,7.08571953,5,0,1,1.0,0,0.0,0.0,1,865.0,1374.0,1731.0,0,0,0,0.0,0.0,46.0,126.0,1.0,1.0,1.0,1.0
510,773,1,1,1,0,12,10,28,7.0,0,8.0,0,367772,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,6.295266,6.48031126,8,0,1,1.0,0,0.0,0.0,1,542.0,750.0,711.0,0,0,0,0.0,0.0,40.0,95.0,1.0,1.0,1.0,1.0
511,774,1,1,1,0,13,11,27,18.0,0,12.0,0,367772,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5.89989735,,2,0,1,1.0,0,0.0,,1,365.0,,,0,1,0,0.0,,35.0,107.0,1.0,1.0,,1.0
512,775,1,1,1,0,10,9,24,18.0,0,12.0,0,357519,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,6.03308622,6.1005139,2,0,1,1.0,0,0.0,0.0,1,417.0,513.0,701.0,0,0,0,0.0,0.0,32.0,100.0,1.0,1.0,1.0,1.0
513,776,1,1,1,0,16,12,27,9.94,1,12.0,0,735544,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,6.48768402,6.57440859,4,0,1,1.0,0,0.0,0.0,1,657.0,824.0,1162.0,0,0,0,0.0,0.0,40.0,102.0,6.0,6.0,1.0,1.0
514,777,1,1,1,0,15,11,26,9.94,1,12.0,0,735544,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,6.27098843,6.32638278,4,0,1,1.0,0,0.0,0.0,1,529.0,643.0,769.0,0,0,0,0.0,0.0,43.0,113.0,6.0,6.0,6.0,1.0
515,778,1,1,1,0,17,13,29,8.0,0,12.0,0,960890,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,6.74641213,6.76298079,6,0,1,1.0,0,0.0,0.0,1,851.0,995.0,1197.0,0,0,0,0.0,0.0,46.0,96.0,1.0,1.0,1.0,1.0
516,779,1,1,1,0,12,10,25,12.0,0,9.0,0,715038,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,6.49677499,6.65258249,5,0,1,1.0,0,0.0,0.0,1,663.0,891.0,1000.0,0,0,0,0.0,1.0,32.0,106.0,1.0,1.0,1.0,1.0
517,781,1,1,1,0,16,9,24,12.0,0,12.0,0,715038,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,6.27098843,6.63902296,3,0,1,1.0,0,0.0,0.0,1,529.0,879.0,783.0,0,0,1,0.0,0.0,33.0,,1.0,5.0,4.0,1.0
518,783,1,1,1,0,16,14,29,9.0,0,12.0,0,496635,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,6,0,1,,0,,,1,,,,1,1,0,,,41.0,118.0,1.0,,,0.0
519,784,1,1,1,0,18,13,28,9.0,0,12.0,0,380166,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,6.79009724,6.87235335,6,0,1,1.0,0,0.0,0.0,1,889.0,1110.0,1370.0,0,0,0,0.0,0.0,47.0,111.0,1.0,1.0,1.0,0.0
520,785,1,1,1,0,17,13,28,9.94,1,12.0,0,380166,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,6.76272951,6.91209368,4,0,1,1.0,1,1.0,0.0,1,865.0,1155.0,,0,0,1,1.0,1.0,43.0,113.0,1.0,4.0,4.0,1.0
521,786,1,1,1,0,18,11,26,18.0,0,12.0,0,380166,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,5.44241771,4.94783439,2,0,1,1.0,1,1.0,1.0,1,231.0,162.0,769.0,0,0,0,0.0,0.0,46.0,138.0,1.0,1.0,1.0,1.0
522,791,1,1,1,0,12,12,32,10.0,0,9.0,0,367470,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,6.68710861,6.61133953,7,0,0,1.0,1,0.0,0.0,1,802.0,855.0,1058.0,0,0,0,1.0,0.0,,110.0,1.0,5.0,1.0,1.0
523,792,1,1,1,0,13,12,27,12.0,0,12.0,0,380166,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,6.27852142,6.42126872,3,0,1,1.0,0,0.0,,1,533.0,707.0,,0,1,1,0.0,,50.0,105.0,1.0,5.0,,1.0
524,798,1,1,1,0,15,10,25,12.0,0,14.0,0,102031,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,6.65286303,6.63446194,2,1,1,1.0,0,0.0,0.0,1,775.0,875.0,1025.0,0,0,0,0.0,0.0,29.0,85.0,1.0,5.0,5.0,1.0
525,799,1,1,1,0,14,9,24,12.0,0,14.0,0,102031,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6.16541785,,2,1,1,1.0,0,0.0,0.0,1,476.0,,643.0,0,0,1,1.0,0.0,26.0,,6.0,6.0,6.0,1.0
